"customer_unique_id","customer_city","customer_state","first_order_date","recent_order_date","recency_days","first_order_review_score","potential_recovery_value","total_lifetime_orders","recovery_priority"
"22259e5811897acb32be121c6c959644",goias,Goiás,2017-11-24,2017-11-24,283,5.00,422.03,1,Medium Priority: Lapsed One-Time
"38c3bc2d6df03905e3e8d3d5b079acf4",rio de janeiro,Rio de Janeiro,2017-11-24,2017-11-24,283,4.00,421.65,1,Medium Priority: Lapsed One-Time
e11a1b428e150830944b665cb6b2d5da,salvador,Bahia,2017-10-26,2017-12-18,259,5.00,421.47,2,High Priority: Lapsed Loyal
"2ae6a57dcdd2f1424598fc480cbf698a",sao paulo,São Paulo,2018-02-17,2018-02-18,197,5.00,421.41,2,High Priority: Lapsed Loyal
"22f845998f64187faf181b128bf035fb",siqueira campos,Paraná,2017-11-15,2017-11-15,292,5.00,421.36,1,Medium Priority: Lapsed One-Time
da457e33e4003d71586d3145f5fe7c93,sao paulo,São Paulo,2017-10-19,2017-10-19,319,5.00,421.33,1,Medium Priority: Lapsed One-Time
"88c2b1254c3371e349240fb82cae6882",sao leopoldo,Rio Grande do Sul,2017-09-26,2017-09-26,342,5.00,421.20,1,Medium Priority: Lapsed One-Time
"69ed7a77271bbf007c53e3545f89de15",indaiatuba,São Paulo,2017-08-14,2017-08-14,385,5.00,421.18,1,Medium Priority: Lapsed One-Time
"6acbe9a0b796a069ec0dc400d74539fe",lagoa santa,Minas Gerais,2017-09-23,2017-09-23,345,5.00,421.15,1,Medium Priority: Lapsed One-Time
"8af6c48ef75b255a2e4a6eb0d2fa45fa",sao jose dos campos,São Paulo,2018-01-08,2018-01-08,238,5.00,421.12,1,Medium Priority: Lapsed One-Time
"85e2c6230d1b9e2241cdd03d81bd0069",sao goncalo do rio abaixo,Minas Gerais,2017-12-06,2017-12-06,271,4.00,421.12,1,Medium Priority: Lapsed One-Time
ab3ac29d18f13a54debf8026a6b3832a,ibitira,Bahia,2017-09-27,2017-09-27,341,5.00,421.03,1,Medium Priority: Lapsed One-Time
fc9c5c08c0b25d26b16b049530b62e5f,laranjal paulista,São Paulo,2017-11-27,2017-11-27,280,5.00,421.02,1,Medium Priority: Lapsed One-Time
"8569ef2bb58d5824a7d60319888c6c18",uruguaiana,Rio Grande do Sul,2018-03-01,2018-03-01,186,4.00,420.62,1,Medium Priority: Lapsed One-Time
"6186dc604a01e69b4ee999759676162d",mirassol,São Paulo,2017-08-21,2017-08-21,378,5.00,420.58,1,Medium Priority: Lapsed One-Time
"06d4334ea4015768bd38c2d5531efe95",concordia,Santa Catarina,2017-09-27,2017-09-27,341,4.00,420.47,1,Medium Priority: Lapsed One-Time
"1c7cb03e860113f3e9bc8bc909056e7c",sao martinho,Santa Catarina,2017-03-16,2017-03-16,536,5.00,420.38,1,Medium Priority: Lapsed One-Time
bd36c449aece882c017dd4a395ae5f31,sao paulo,São Paulo,2017-11-22,2017-11-22,285,4.00,420.28,1,Medium Priority: Lapsed One-Time
"581a00a97ab491d8888bfc8af3247c8c",sao paulo,São Paulo,2017-07-20,2017-07-20,410,4.00,420.24,1,Medium Priority: Lapsed One-Time
"922c1c5eb059cd3049ea55e5b03d33b5",sao luis,Maranhão,2018-02-07,2018-02-07,208,5.00,420.13,1,Medium Priority: Lapsed One-Time
"1f17641a9f9ad86c56fa3f3401102857",osasco,São Paulo,2017-05-26,2017-05-26,465,5.00,420.06,1,Medium Priority: Lapsed One-Time
d7f357d491ff32cb576cbda1a1e5e1e0,delmiro gouveia,Alagoas,2017-07-20,2017-07-20,410,5.00,420.06,1,Medium Priority: Lapsed One-Time
"59deaa85810b3c3af6536e02d782a90c",guarulhos,São Paulo,2017-07-01,2017-07-01,429,5.00,420.05,1,Medium Priority: Lapsed One-Time
"9041aaf6094cf78b32f85afbdcdc9721",paranaita,Mato Grosso,2017-12-07,2017-12-07,270,4.00,420.01,1,Medium Priority: Lapsed One-Time
c6e9cf49773f10d9490307a180bed3a7,santa maria,Rio Grande do Sul,2017-11-22,2017-11-22,285,4.00,419.95,1,Medium Priority: Lapsed One-Time
"931ad7421a1ae10f94cb465c12d83e64",petropolis,Rio de Janeiro,2018-01-20,2018-01-20,226,5.00,419.94,1,Medium Priority: Lapsed One-Time
"0d2dc42990be5eb0afd437dc25676006",valinhos,São Paulo,2017-04-25,2017-04-25,496,5.00,419.65,1,Medium Priority: Lapsed One-Time
"4897a3c64a635a703a71dd2d9189bffa",brusque,Santa Catarina,2017-04-14,2017-09-29,339,5.00,419.47,2,High Priority: Lapsed Loyal
d36fc675519adcbd1e824cabc25bda07,sao jose do rio preto,São Paulo,2017-07-24,2017-07-24,406,5.00,419.44,1,Medium Priority: Lapsed One-Time
"58498d9dec038f925f6406ebdfdc36bb",rio de janeiro,Rio de Janeiro,2017-05-09,2017-11-16,291,5.00,419.17,2,High Priority: Lapsed Loyal
a4d9bca01de16ecc32654c12e2c18c05,divinopolis,Minas Gerais,2017-01-15,2017-01-15,596,5.00,419.06,1,Medium Priority: Lapsed One-Time
ec9c7ebb2a345ccd42c46b94ecb4d319,araujos,Minas Gerais,2017-01-11,2017-07-21,409,5.00,419.06,1,High Priority: Lapsed Loyal
"5cb9d1d6d7f74c1f1e31b28bf83a2a84",rio de janeiro,Rio de Janeiro,2017-11-15,2017-11-15,292,5.00,419.04,1,Medium Priority: Lapsed One-Time
"6b55f7157c72d5b59efdcce5669d1c62",indaiatuba,São Paulo,2017-10-18,2017-10-18,320,4.00,419.04,1,Medium Priority: Lapsed One-Time
"7a08dd88ce7a21d946f60896cf937b83",rio de janeiro,Rio de Janeiro,2017-11-09,2017-11-09,298,4.00,419.04,1,Medium Priority: Lapsed One-Time
cc40917b6a945f138bddb4e4a1043738,rio de janeiro,Rio de Janeiro,2017-11-16,2017-11-16,291,5.00,419.04,1,Medium Priority: Lapsed One-Time
"726d126a8690a7082d2cfc100c0072b6",curitiba,Paraná,2018-01-11,2018-01-11,235,5.00,419.00,1,Medium Priority: Lapsed One-Time
ecc015a022de7abbaf3827302086864b,sao paulo,São Paulo,2017-07-06,2017-07-06,424,4.00,418.92,1,Medium Priority: Lapsed One-Time
d89df8031e142bb5a28f16211b3ada43,upanema,Rio Grande do Norte,2017-09-20,2017-09-20,348,5.00,418.92,1,Medium Priority: Lapsed One-Time
"7c42172b267876f1aa6c6271b851dbeb",brasilia,Distrito Federal,2018-01-17,2018-01-17,229,5.00,418.91,1,Medium Priority: Lapsed One-Time
"470a28a9edeac03963c382d8fea393e6",londrina,Paraná,2017-09-22,2017-09-22,346,5.00,418.55,1,Medium Priority: Lapsed One-Time
e89bf89e2621b5aeb4c181e69a8c6952,porto alegre,Rio Grande do Sul,2017-07-03,2017-07-17,413,5.00,418.51,2,High Priority: Lapsed Loyal
ff01a1330fa29f94b4d69e4259f6f3e2,marica,Rio de Janeiro,2018-02-14,2018-02-14,201,5.00,418.50,1,Medium Priority: Lapsed One-Time
ae1cf548171a03ffa46ddc51f3e0c663,belo horizonte,Minas Gerais,2018-02-14,2018-02-14,201,5.00,418.50,1,Medium Priority: Lapsed One-Time
"92309fc01744d4ad163bb4878b267fd9",sao jose dos campos,São Paulo,2017-11-20,2017-11-20,287,4.00,418.49,1,Medium Priority: Lapsed One-Time
"6cf20fae2683f7ed1952aa20791a500e",sao paulo,São Paulo,2018-02-15,2018-02-15,200,4.00,418.36,1,Medium Priority: Lapsed One-Time
d7173ad3f94725a395d32d6dfe691689,mata,Rio Grande do Sul,2017-05-02,2017-05-02,489,5.00,418.35,1,Medium Priority: Lapsed One-Time
"10cd81466a4f2cbe0f59514b1a8d9221",venturosa,Pernambuco,2018-03-05,2018-03-05,182,5.00,418.24,1,Medium Priority: Lapsed One-Time
bcd8b8585720cfcd94d0983fda1a72ec,salvador,Bahia,2017-07-14,2017-07-14,416,4.00,418.24,1,Medium Priority: Lapsed One-Time
"5b3186d7cf904f2f9369aec26faba4d2",montes claros,Minas Gerais,2017-09-20,2017-11-24,283,5.00,418.21,3,High Priority: Lapsed Loyal
"603cefd1ec4a18c001bab386bdae59f2",barueri,São Paulo,2018-02-15,2018-02-15,200,5.00,418.17,1,Medium Priority: Lapsed One-Time
"3b97ff93ba0bc4b2110a158bc0436b95",sao paulo,São Paulo,2018-02-09,2018-02-09,206,5.00,418.17,1,Medium Priority: Lapsed One-Time
"00b0d21952ae29dfe79db614512a27c2",rio de janeiro,Rio de Janeiro,2017-12-08,2017-12-08,269,5.00,418.17,1,Medium Priority: Lapsed One-Time
d898dd9cf53ac80594e0194eaa86c7f3,telemaco borba,Paraná,2018-01-21,2018-01-21,225,5.00,418.04,1,Medium Priority: Lapsed One-Time
"39d05f5ea14500b8736a7d64877751f4",corumba,Mato Grosso do Sul,2017-11-24,2017-11-24,283,5.00,418.04,1,Medium Priority: Lapsed One-Time
"721494552dea92421c7620c0eb0ea3b5",belem,Pará,2017-06-02,2017-06-02,458,5.00,418.04,1,Medium Priority: Lapsed One-Time
d6005a77ac698f04d2db0b3cd24a37e3,buritis,Minas Gerais,2018-01-25,2018-01-25,221,5.00,418.04,1,Medium Priority: Lapsed One-Time
"5cb4d5e296cb223450e0404e336b6744",santos,São Paulo,2017-09-05,2017-09-05,363,4.00,418.04,1,Medium Priority: Lapsed One-Time
e72f0128ead8af7394aa5fb50f2639ee,paranavai,Paraná,2018-01-25,2018-01-25,221,4.00,417.94,1,Medium Priority: Lapsed One-Time
"442218fb56227a4e1dd5e844ce9ff728",sao jose do rio preto,São Paulo,2017-04-07,2017-04-07,514,5.00,417.81,1,Medium Priority: Lapsed One-Time
"51d11e5abc725531b3a2fd56456885fa",sao paulo,São Paulo,2018-02-14,2018-02-14,201,4.00,417.76,2,High Priority: Lapsed Loyal
"1e8ae2128137cd86fb6cc9d0445fcf7c",tres rios,Rio de Janeiro,2018-01-03,2018-01-03,243,4.00,417.55,1,Medium Priority: Lapsed One-Time
db90824b10235daffd0272fad194cd8c,sao paulo,São Paulo,2017-12-11,2017-12-11,266,4.00,417.54,1,Medium Priority: Lapsed One-Time
fe41530a708dd8d8b52f0dd8f10c7360,sao paulo,São Paulo,2017-11-29,2017-11-29,278,5.00,417.54,1,Medium Priority: Lapsed One-Time
"8c992e6f976420c20d8f8052074ca509",minacu,Goiás,2017-05-20,2017-05-20,471,5.00,417.54,1,Medium Priority: Lapsed One-Time
"24c3223c7a70060b70168a0d8594c8a7",sao paulo,São Paulo,2017-10-04,2017-10-04,334,5.00,417.50,1,Medium Priority: Lapsed One-Time
"17b7474d4ed1decc837c02c2cdb090d2",nova iguacu,Rio de Janeiro,2018-01-14,2018-01-14,232,4.00,417.46,1,Medium Priority: Lapsed One-Time
"1c30a9c6d0a6ee3d147c5a6a35c8c24c",barbacena,Minas Gerais,2017-08-17,2017-08-17,382,5.00,417.45,1,Medium Priority: Lapsed One-Time
"8f7c8cbcc35002dc607459711c0ed10f",sao paulo,São Paulo,2018-02-14,2018-02-14,201,5.00,417.45,1,Medium Priority: Lapsed One-Time
"7e36f0ac666e8290ce615f15f774001b",recife,Pernambuco,2017-07-18,2017-07-18,412,5.00,417.31,1,Medium Priority: Lapsed One-Time
c1977e8e3ea0900e70cd1dd70123d382,votuporanga,São Paulo,2017-10-26,2017-12-04,273,5.00,417.17,2,High Priority: Lapsed Loyal
"3db3885c251fead1659574f04032d844",paraty,Rio de Janeiro,2018-02-09,2018-02-09,206,5.00,417.16,1,Medium Priority: Lapsed One-Time
"4e4b787733d41ea0cb9b69a192bb285e",mesquita,Rio de Janeiro,2017-11-26,2017-12-02,275,5.00,417.02,2,High Priority: Lapsed Loyal
"956ea737391c0ca027592dd7aeeae027",rio de janeiro,Rio de Janeiro,2017-11-27,2017-11-27,280,4.00,417.02,1,Medium Priority: Lapsed One-Time
"0339d63f73ee6160ed3a7a6534ee2efe",sao paulo,São Paulo,2017-07-19,2017-07-19,411,5.00,417.00,1,Medium Priority: Lapsed One-Time
ea354e8bfd0528f5bcfb2b5c305b6496,socorro,São Paulo,2017-03-13,2017-03-13,539,5.00,417.00,1,Medium Priority: Lapsed One-Time
e463c284db8630df4b805240944d39d1,barreiras,Bahia,2017-08-14,2017-08-14,385,5.00,416.96,1,Medium Priority: Lapsed One-Time
c319f40740fdf4e982c795eb1eb6d6b1,sao paulo,São Paulo,2017-02-06,2017-02-06,574,4.00,416.96,1,Medium Priority: Lapsed One-Time
bfa714b5062447fd00773b20629eea03,juiz de fora,Minas Gerais,2017-11-25,2017-11-25,282,5.00,416.95,1,Medium Priority: Lapsed One-Time
"1a35c6b916670468e41eb9cd32c1958a",itauna,Minas Gerais,2018-01-29,2018-01-29,217,5.00,416.80,1,Medium Priority: Lapsed One-Time
d1495d03600fe3a8aa6591f6f804bb62,sao goncalo do sapucai,Minas Gerais,2018-03-01,2018-03-01,186,5.00,416.56,1,Medium Priority: Lapsed One-Time
"54dfac2adf924cfba07091efb3d1b5ee",rio de janeiro,Rio de Janeiro,2018-01-14,2018-01-14,232,5.00,416.55,1,Medium Priority: Lapsed One-Time
"3deda78acb25da21d9e439aa39ec6ee4",paraisopolis,Minas Gerais,2018-01-04,2018-01-04,242,5.00,416.54,1,Medium Priority: Lapsed One-Time
"537fe5315288be6b20dc092311029070",campo belo,Minas Gerais,2018-01-18,2018-01-18,228,4.00,416.54,1,Medium Priority: Lapsed One-Time
"55a2c780cc65e883981402b88dbd44d7",porto alegre,Rio Grande do Sul,2017-06-15,2017-06-15,445,4.00,416.54,1,Medium Priority: Lapsed One-Time
a05cd7af9b2b778529c6d2cb3785bee9,piracicaba,São Paulo,2017-12-05,2017-12-05,272,4.00,416.54,1,Medium Priority: Lapsed One-Time
dea9e8dc1febf4ef2a226af4a533b499,sao paulo,São Paulo,2018-02-13,2018-02-13,202,5.00,416.48,1,Medium Priority: Lapsed One-Time
f1f7d2e28cc72c36f4c1194d7fb47843,ouro preto,Minas Gerais,2018-01-14,2018-01-14,232,4.00,416.43,1,Medium Priority: Lapsed One-Time
"50cd97d731f3f5e3f321673c2671a23d",mogi das cruzes,São Paulo,2017-09-13,2017-12-19,258,5.00,416.39,3,High Priority: Lapsed Loyal
ead394416d4f85207932cc124eb145e2,sao paulo,São Paulo,2017-10-31,2017-12-04,273,5.00,416.36,2,High Priority: Lapsed Loyal
ffe9102bb78a76921ba0ff3c4659616a,rio de janeiro,Rio de Janeiro,2017-06-09,2017-06-09,451,4.00,416.36,1,Medium Priority: Lapsed One-Time
"79051ee5ee98c4bd6982e67e2e79dbcb",franco da rocha,São Paulo,2017-10-15,2017-10-15,323,5.00,415.97,1,Medium Priority: Lapsed One-Time
"31e924c19d4d1cf7eb6bb1e96dc18c62",porto alegre,Rio Grande do Sul,2018-01-17,2018-01-17,229,4.00,415.96,1,Medium Priority: Lapsed One-Time
d7a7eaae05afd9cb00a7e5378dbae99b,porto alegre,Rio Grande do Sul,2018-01-09,2018-01-09,237,4.00,415.96,1,Medium Priority: Lapsed One-Time
"4435c4547dca4cc6909b5f9b513c7993",barra bonita,São Paulo,2018-02-21,2018-02-21,194,5.00,415.93,1,Medium Priority: Lapsed One-Time
cec2d86889f4d9a19aeec4c8d4e1beae,guarulhos,São Paulo,2018-03-06,2018-03-06,181,4.00,415.83,1,Medium Priority: Lapsed One-Time
"1a15eecd72a08e1134ba406c7a7998e6",sao paulo,São Paulo,2017-06-19,2017-06-19,441,4.00,415.79,2,High Priority: Lapsed Loyal
"4bdd26f30bf2fab90f71a3ee8f244b71",blumenau,Santa Catarina,2017-12-14,2017-12-14,263,4.00,415.78,1,Medium Priority: Lapsed One-Time
"1eeab563ee7a786bff818839874fba3f",cerqueira cesar,São Paulo,2018-01-29,2018-01-29,217,4.00,415.78,1,Medium Priority: Lapsed One-Time
e77dc6d35eca2c309c97739d49994220,santos,São Paulo,2016-10-07,2016-10-07,696,5.00,415.68,1,Medium Priority: Lapsed One-Time
"3c2736024b94bb85a0972029c49dd353",mucurici,Espírito Santo,2017-11-22,2017-11-22,285,4.00,415.66,1,Medium Priority: Lapsed One-Time
ac90d7e8cf52394b28d880b4f174d113,rio de janeiro,Rio de Janeiro,2017-05-26,2017-05-26,465,4.00,415.62,1,Medium Priority: Lapsed One-Time
"04520e5f2b9dc1f8f7ccd63f6ab2db38",sao paulo,São Paulo,2018-01-24,2018-01-24,222,4.00,415.54,1,Medium Priority: Lapsed One-Time
f9b7401066366368daaa16538879c72f,guarulhos,São Paulo,2018-01-26,2018-01-26,220,5.00,415.54,1,Medium Priority: Lapsed One-Time
"9cd3c26d02354e195227cb65fcb6dd60",sao caetano do sul,São Paulo,2017-11-18,2017-11-18,289,5.00,415.54,1,Medium Priority: Lapsed One-Time
"391181d8580103645c7ca6b20a52b1e2",sao paulo,São Paulo,2018-02-06,2018-02-06,209,5.00,415.52,1,Medium Priority: Lapsed One-Time
"9f65b22046ff3281527d2c66debd30c3",rio de janeiro,Rio de Janeiro,2017-06-12,2017-06-12,448,5.00,415.44,1,Medium Priority: Lapsed One-Time
"7ddd49bf05675ee64bbffe2b9fecb402",sao paulo,São Paulo,2018-02-13,2018-02-13,202,5.00,415.43,1,Medium Priority: Lapsed One-Time
aea1ccbc3f29445178036e658e686eb1,presidente venceslau,São Paulo,2017-12-15,2017-12-15,262,5.00,415.34,1,Medium Priority: Lapsed One-Time
bd4731cbfe1bb7fd2896c138c6af8c2c,bertioga,São Paulo,2018-02-21,2018-02-21,194,5.00,415.32,1,Medium Priority: Lapsed One-Time
bc6839208cb211872c9e1909676cbd0a,sao paulo,São Paulo,2017-10-09,2017-10-09,329,5.00,415.32,1,Medium Priority: Lapsed One-Time
de4ebdb29ae674d7576e5bdc19a0a828,brasilia,Distrito Federal,2018-02-03,2018-02-03,212,5.00,415.14,1,Medium Priority: Lapsed One-Time
"43d67f7d268877f052369ccb05f70f34",amaraji,Pernambuco,2018-01-09,2018-01-09,237,5.00,414.99,1,Medium Priority: Lapsed One-Time
"0707117f3ac119a358ab224e7273c6da",mineiros,Goiás,2018-02-13,2018-02-13,202,5.00,414.86,1,Medium Priority: Lapsed One-Time
"392edf1cf51107f71da16dcd173e68d9",campo grande,Mato Grosso do Sul,2017-12-06,2017-12-06,271,5.00,414.86,1,Medium Priority: Lapsed One-Time
d698d987204fa8409f973d39a5b8f075,embauba,São Paulo,2017-09-10,2017-09-10,358,4.00,414.81,1,Medium Priority: Lapsed One-Time
"801949754fd9dd7c45edbb4ce43de7a1",curitiba,Paraná,2017-07-14,2017-07-14,416,4.00,414.75,1,Medium Priority: Lapsed One-Time
"4be6b69e888b296631d72107b2409276",presidente epitacio,São Paulo,2017-11-01,2017-11-01,306,5.00,414.45,1,Medium Priority: Lapsed One-Time
"598505c01dee5f750170e9fdfeaf1972",santana de parnaiba,São Paulo,2017-08-05,2017-08-05,394,4.00,414.20,1,Medium Priority: Lapsed One-Time
"2062829df366557aaf33d5f28c84318a",mage,Rio de Janeiro,2017-03-07,2017-03-07,545,4.00,414.18,1,Medium Priority: Lapsed One-Time
"7840d7e4ec2fb49c44fee3f369d6bfe4",sao paulo,São Paulo,2017-06-09,2017-06-09,451,5.00,414.18,1,Medium Priority: Lapsed One-Time
"5e8a254b9d665ce56e2d404678560ae7",gaspar,Santa Catarina,2017-07-18,2017-07-18,412,4.00,414.14,1,Medium Priority: Lapsed One-Time
"8f2c2bb85004d6fb8eaae044d3c4096d",rio de janeiro,Rio de Janeiro,2017-11-06,2017-11-06,301,5.00,414.11,1,Medium Priority: Lapsed One-Time
be4cb52f1e018e4ad1abc82eac59bfd3,rio de janeiro,Rio de Janeiro,2018-01-20,2018-01-20,226,5.00,414.08,1,Medium Priority: Lapsed One-Time
"6b50feb99c89a4b030544ffd55793772",petropolis,Rio de Janeiro,2018-03-02,2018-03-02,185,5.00,414.00,1,Medium Priority: Lapsed One-Time
"70021e69eaf8a1b1ef870f5ac0682185",pejucara,Rio Grande do Sul,2017-07-06,2017-07-06,424,5.00,413.96,1,Medium Priority: Lapsed One-Time
"229af2bc314525d19240f5c62dccfbbb",valente,Bahia,2018-02-28,2018-02-28,187,5.00,413.88,1,Medium Priority: Lapsed One-Time
"4aaa58570595843d3c6670516aaa3745",montes claros,Minas Gerais,2018-02-05,2018-02-05,210,5.00,413.83,1,Medium Priority: Lapsed One-Time
"1162fa9e5416325aa71b3537ebf2da3d",itapetininga,São Paulo,2018-02-15,2018-02-15,200,4.00,413.82,1,Medium Priority: Lapsed One-Time
af4fa1cf57ef7ad8c28fdb80f86258d0,cianorte,Paraná,2018-03-01,2018-03-01,186,4.00,413.79,2,High Priority: Lapsed Loyal
a8b8241c0387c05517b99f04ae8c4910,cotia,São Paulo,2017-05-14,2017-05-14,477,4.00,413.75,1,Medium Priority: Lapsed One-Time
"5ad895e7b7ce9007c007cf5a524d01ae",uberlandia,Minas Gerais,2017-10-13,2017-10-13,325,5.00,413.74,1,Medium Priority: Lapsed One-Time
de2ab31e1c184fe443cb49e32fe24f8b,luis eduardo magalhaes,Bahia,2017-09-13,2017-09-13,355,5.00,413.59,1,Medium Priority: Lapsed One-Time
bd0c1f867e8745eb3ea435b9c5433788,primavera do leste,Mato Grosso,2017-11-17,2017-11-17,290,5.00,413.59,1,Medium Priority: Lapsed One-Time
bec0e28542cd093b5becbb207d04eb43,rio de janeiro,Rio de Janeiro,2017-02-06,2017-02-06,574,5.00,413.31,1,Medium Priority: Lapsed One-Time
"520a88dae0fd97b3230c7d36aea4196b",rio de janeiro,Rio de Janeiro,2017-03-13,2017-03-13,539,5.00,413.31,1,Medium Priority: Lapsed One-Time
ab772ce767c4a9404abea97e3c44aa5d,braganca paulista,São Paulo,2017-10-06,2017-10-06,332,5.00,413.30,1,Medium Priority: Lapsed One-Time
"085033608b541063e51eccbfe96dec31",piracicaba,São Paulo,2017-12-22,2017-12-22,255,4.00,413.30,1,Medium Priority: Lapsed One-Time
e20f982ec35a961d9e018e56e47e7778,montes claros,Minas Gerais,2018-02-14,2018-02-14,201,5.00,413.17,1,Medium Priority: Lapsed One-Time
a1864cdd58debf5031958069ee937742,sao paulo,São Paulo,2017-11-26,2017-11-26,281,4.00,413.17,1,Medium Priority: Lapsed One-Time
"37562a9a26f9bc39d68a454fe1435053",uberaba,Minas Gerais,2017-11-24,2017-11-24,283,4.00,413.17,1,Medium Priority: Lapsed One-Time
d7c90f6ab0a9d694c9f37bb8d027a19c,petropolis,Rio de Janeiro,2018-02-15,2018-02-15,200,5.00,413.12,1,Medium Priority: Lapsed One-Time
"366d439bedc1c714fc7627dc9f987aee",campos verdes,Goiás,2017-03-15,2017-03-15,537,5.00,413.04,1,Medium Priority: Lapsed One-Time
"01e4f76dbf261176b87ed09f6803c596",pingo-d'agua,Minas Gerais,2018-03-06,2018-03-06,181,5.00,413.02,1,Medium Priority: Lapsed One-Time
"974148f722b785f187ae13ec0040abcf",chui,Rio Grande do Sul,2017-03-31,2017-07-17,413,5.00,413.01,2,High Priority: Lapsed Loyal
aab7b3f97f05bbb173c7d408f8ee96a0,rio branco,Acre,2017-02-24,2017-02-24,556,5.00,412.62,1,Medium Priority: Lapsed One-Time
"98c739ff73ba1541f4c008e55f30a25e",uberaba,Minas Gerais,2017-10-03,2017-10-03,335,5.00,412.52,1,Medium Priority: Lapsed One-Time
a221f61bb7bb372ffdd4e72f027e66ea,brasilia,Distrito Federal,2017-09-28,2017-09-28,340,4.00,412.52,1,Medium Priority: Lapsed One-Time
cbafa8227623af5855f89a9e49210ef4,lajeado,Rio Grande do Sul,2017-09-03,2017-09-03,365,5.00,412.21,1,Medium Priority: Lapsed One-Time
"6a0d737e3c5866199a1a6262521e5a61",rio de janeiro,Rio de Janeiro,2017-04-05,2017-04-05,516,5.00,412.21,1,Medium Priority: Lapsed One-Time
"9c4b23d73e62136763b1c67db3f0ed84",formiga,Minas Gerais,2017-09-11,2017-09-11,357,5.00,412.20,1,Medium Priority: Lapsed One-Time
"10d23a44c8eb20d89a2672331327f324",guaxupe,Minas Gerais,2017-12-15,2017-12-15,262,5.00,412.16,1,Medium Priority: Lapsed One-Time
b2e49db04cda33477b966a40343065bf,rio de janeiro,Rio de Janeiro,2017-02-01,2017-02-01,579,5.00,412.12,1,Medium Priority: Lapsed One-Time
"8a2de494b1ab21895b8ebed690fa8b89",ilheus,Bahia,2018-01-08,2018-01-08,238,4.00,411.87,1,Medium Priority: Lapsed One-Time
"40be9d4423e554598788cab8272da64d",sao paulo,São Paulo,2017-11-10,2017-11-10,297,4.00,411.69,1,Medium Priority: Lapsed One-Time
"4836d79bf233f2852ef8e8acfb90383e",piracicaba,São Paulo,2017-10-23,2017-10-23,315,5.00,411.60,1,Medium Priority: Lapsed One-Time
"443f448c4d85ca3947e9b0eb4cdccffb",sao paulo,São Paulo,2017-09-22,2017-09-22,346,5.00,411.60,1,Medium Priority: Lapsed One-Time
b63d9860c48fa7b3688fad6d5ffcd6a4,sao paulo,São Paulo,2017-05-01,2017-05-01,490,5.00,411.38,1,Medium Priority: Lapsed One-Time
"8ffc2224b31ad590355943adbf22da60",sorocaba,São Paulo,2017-11-30,2017-11-30,277,4.00,411.24,1,Medium Priority: Lapsed One-Time
"86852d58b8d089a24d8df48f242c66be",anta gorda,Rio Grande do Sul,2017-12-11,2017-12-11,266,5.00,411.21,1,Medium Priority: Lapsed One-Time
c99a310aa2d94c58c25c532640dc1721,mundo novo,Mato Grosso do Sul,2017-11-01,2017-11-01,306,5.00,411.21,1,Medium Priority: Lapsed One-Time
"43c30ed8f88c003dabf6d0388e8cbe82",cianorte,Paraná,2017-10-22,2017-10-22,316,5.00,411.21,1,Medium Priority: Lapsed One-Time
"97e54323b78a86d896c273c9ff83c570",barretos,São Paulo,2017-08-10,2017-08-10,389,5.00,410.95,1,Medium Priority: Lapsed One-Time
"153c97dab1f1c6a92ac787c93be1b35c",palmas,Tocantins,2017-05-02,2017-05-02,489,4.00,410.69,1,Medium Priority: Lapsed One-Time
"8b18d86b5cfdb835098b504137eadce7",sao roque,São Paulo,2017-12-13,2017-12-13,264,5.00,410.61,1,Medium Priority: Lapsed One-Time
"16eb488d29edf5c35d37a1c1ec3484a3",sao paulo,São Paulo,2017-11-29,2017-11-29,278,5.00,410.61,1,Medium Priority: Lapsed One-Time
b4e59ceaee1a495eb05d5ed677cc0783,campinas,São Paulo,2017-12-06,2017-12-06,271,5.00,410.61,1,Medium Priority: Lapsed One-Time
"215c2d239daabd09b3c264651d945801",sao paulo,São Paulo,2017-11-26,2017-11-26,281,5.00,410.61,1,Medium Priority: Lapsed One-Time
"0d3ea90688e4b68c0921d78a170e7507",pelotas,Rio Grande do Sul,2017-03-15,2017-03-15,537,5.00,410.59,1,Medium Priority: Lapsed One-Time
"41f40395978d5bd6b6ab63c77ccfc03a",afogados da ingazeira,Pernambuco,2017-03-31,2017-03-31,521,5.00,410.56,1,Medium Priority: Lapsed One-Time
"2ada522e660a1d2377d55a3441d545ea",florianopolis,Santa Catarina,2017-04-19,2017-04-19,502,4.00,410.42,1,Medium Priority: Lapsed One-Time
"9290e3b0f0fe3e660c4de619c1640ac9",uruana,Goiás,2017-09-08,2017-09-08,360,5.00,410.38,1,Medium Priority: Lapsed One-Time
"6acc5385a15c441abe050fc7abda50bf",salvador,Bahia,2017-06-02,2017-06-02,458,4.00,410.37,1,Medium Priority: Lapsed One-Time
"901d27d10636296091d72776b42cd545",ananindeua,Pará,2017-08-27,2017-08-27,372,5.00,410.26,1,Medium Priority: Lapsed One-Time
adae0b960db3a27f2ee19bf0e2aae8dd,sao leopoldo,Rio Grande do Sul,2017-09-14,2017-09-14,354,4.00,410.21,1,Medium Priority: Lapsed One-Time
"417b909c0962b2610f1cfeb1c1478986",salvador,Bahia,2017-02-24,2017-02-24,556,4.00,410.13,1,Medium Priority: Lapsed One-Time
